-0.014336,-1.999994,-0.000003,0.000228,0.00788
-0.014375,-1.999994,-0.000003,0.000229,0.00788
-0.014414,-1.999994,-0.000003,0.000229,0.00788
-0.014456,-1.999993,-0.000003,0.000229,0.00788
-0.014493,-1.999993,-0.000003,0.000229,0.00788
-0.014532,-1.999993,-0.000003,0.000229,0.00788
-0.014571,-1.999993,-0.000003,0.000229,0.00788
-0.01461,-1.999993,-0.000004,0.000229,0.00788
-0.01465,-1.999993,-0.000004,0.00023,0.00788
-0.014689,-1.999993,-0.000004,0.00023,0.00788
-0.014729,-1.999993,-0.000004,0.00023,0.00788
-0.014768,-1.999993,-0.000004,0.00023,0.00788
-0.014807,-1.999993,-0.000004,0.00023,0.00788
-0.014846,-1.999993,-0.000004,0.00023,0.00788
-0.014885,-1.999993,-0.000004,0.00023,0.00788
-0.014924,-1.999993,-0.000004,0.00023,0.00788
-0.014963,-1.999993,-0.000004,0.000231,0.00788
-0.015002,-1.999993,-0.000004,0.000231,0.00788
-0.015041,-1.999993,-0.000004,0.000231,0.00788
-0.01508,-1.999993,-0.000004,0.000231,0.00788
-0.015119,-1.999993,-0.000004,0.000231,0.00788
-0.015158,-1.999993,-0.000004,0.000231,0.00788
-0.015197,-1.999993,-0.000004,0.000231,0.00788
-0.015236,-1.999993,-0.000004,0.000231,0.00788
-0.015276,-1.999993,-0.000004,0.000232,0.00788
-0.015315,-1.999993,-0.000004,0.000232,0.00788
-0.015354,-1.999993,-0.000004,0.000232,0.00788
-0.015393,-1.999993,-0.000004,0.000232,0.00788
-0.015432,-1.999993,-0.000004,0.000232,0.00788
-0.015471,-1.999993,-0.000004,0.000232,0.00788
-0.01551,-1.999993,-0.000004,0.000232,0.00788
-0.015549,-1.999993,-0.000004,0.000232,0.00788
-0.015588,-1.999993,-0.000004,0.000233,0.00788
-0.015627,-1.999993,-0.000004,0.000233,0.00788
-0.015666,-1.999993,-0.000004,0.000233,0.00788
-0.015705,-1.999993,-0.000004,0.000233,0.00788
-0.015744,-1.999993,-0.000004,0.000233,0.00788
-0.015783,-1.999993,-0.000004,0.000233,0.00788
-0.015822,-1.999993,-0.000004,0.000233,0.00788
-0.015861,-1.999993,-0.000004,0.000233,0.00788
-0.0159,-1.999993,-0.000004,0.000233,0.00788
-0.015939,-1.999993,-0.000004,0.000234,0.00788
-0.015978,-1.999993,-0.000004,0.000234,0.00788
-0.016018,-1.999993,-0.000004,0.000234,0.00788
-0.016056,-1.999993,-0.000004,0.000234,0.00788
-0.016095,-1.999993,-0.000004,0.000234,0.00788
-0.016134,-1.999993,-0.000004,0.000234,0.00788
-0.016173,-1.999993,-0.000004,0.000234,0.00788
-0.016212,-1.999993,-0.000004,0.000234,0.00788
-0.016251,-1.999993,-0.000004,0.000234,0.00788
-0.01629,-1.999993,-0.000004,0.000234,0.00788
-0.016328,-1.999993,-0.000004,0.000235,0.00788
-0.016367,-1.999993,-0.000004,0.000235,0.00788
-0.016406,-1.999993,-0.000004,0.000235,0.00788
-0.016446,-1.999993,-0.000004,0.000235,0.00788
-0.016484,-1.999993,-0.000004,0.000235,0.00788
-0.016523,-1.999993,-0.000004,0.000235,0.00788
-0.016562,-1.999993,-0.000004,0.000235,0.00788
-0.016601,-1.999993,-0.000004,0.000235,0.00788
-0.01664,-1.999993,-0.000004,0.000235,0.00788
-0.016679,-1.999993,-0.000004,0.000236,0.00788
-0.016717,-1.999993,-0.000004,0.000236,0.00788
-0.016756,-1.999993,-0.000004,0.000236,0.00788
-0.016795,-1.999993,-0.000004,0.000236,0.00788
-0.016834,-1.999992,-0.000004,0.000236,0.00788
-0.016873,-1.999992,-0.000004,0.000236,0.00788
-0.016912,-1.999992,-0.000004,0.000236,0.00788
-0.016951,-1.999992,-0.000004,0.000236,0.00788
-0.016989,-1.999992,-0.000004,0.000236,0.00788
-0.017028,-1.999992,-0.000004,0.000236,0.00788
-0.017067,-1.999992,-0.000004,0.000236,0.00788
-0.017106,-1.999992,-0.000004,0.000237,0.00788
-0.017145,-1.999992,-0.000004,0.000237,0.00788
-0.017184,-1.999992,-0.000004,0.000237,0.00788
-0.017222,-1.999992,-0.000004,0.000237,0.00788
-0.017261,-1.999992,-0.000004,0.000237,0.00788
-0.0173,-1.999992,-0.000004,0.000237,0.00788
-0.017339,-1.999992,-0.000004,0.000237,0.00788
-0.017378,-1.999992,-0.000004,0.000237,0.00788
-0.017416,-1.999992,-0.000004,0.000237,0.00788
-0.017456,-1.999992,-0.000004,0.000237,0.00788
-0.017495,-1.999992,-0.000004,0.000237,0.00788
-0.017534,-1.999992,-0.000004,0.000238,0.00788
-0.017572,-1.999992,-0.000004,0.000238,0.00788
-0.01761,-1.999992,-0.000004,0.000238,0.00788
-0.017649,-1.999992,-0.000004,0.000238,0.00788
-0.017688,-1.999992,-0.000004,0.000238,0.00788
-0.017727,-1.999992,-0.000004,0.000238,0.00788
-0.017765,-1.999992,-0.000004,0.000238,0.00788
-0.017804,-1.999992,-0.000004,0.000238,0.00788
-0.017843,-1.999992,-0.000004,0.000238,0.00788
-0.017882,-1.999992,-0.000004,0.000238,0.00788
-0.01792,-1.999992,-0.000004,0.000238,0.00788
-0.017959,-1.999992,-0.000004,0.000238,0.00788
-0.017998,-1.999992,-0.000004,0.000239,0.00788
-0.018037,-1.999992,-0.000004,0.000239,0.00788
-0.018076,-1.999992,-0.000004,0.000239,0.00788
-0.018114,-1.999992,-0.000004,0.000239,0.00788
-0.018153,-1.999992,-0.000004,0.000239,0.00788
-0.018191,-1.999992,-0.000004,0.000239,0.00788
-0.018231,-1.999992,-0.000004,-0.000774,0.000774
-0.01827,-1.999992,-0.000004,0.000239,0.00788
-0.018308,-1.999992,-0.000004,0.000239,0.00788
-0.018347,-1.999992,-0.000004,0.000239,0.00788
-0.018386,-1.999992,-0.000004,0.000239,0.00788
-0.018424,-1.999992,-0.000004,0.000239,0.00788
-0.018462,-1.999992,-0.000004,0.000239,0.00788
-0.018501,-1.999992,-0.000004,0.00024,0.00788
-0.01854,-1.999992,-0.000004,0.00024,0.00788
-0.018578,-1.999992,-0.000004,0.00024,0.00788
-0.018617,-1.999992,-0.000004,0.00024,0.00788
-0.018656,-1.999992,-0.000004,0.00024,0.00788
-0.018695,-1.999992,-0.000004,0.00024,0.00788
-0.018735,-1.999992,-0.000004,0.00024,0.00788
-0.018772,-1.999992,-0.000004,0.00024,0.00788
-0.01881,-1.999992,-0.000004,0.00024,0.00788
-0.018849,-1.999992,-0.000004,0.00024,0.00788
-0.018888,-1.999992,-0.000004,0.00024,0.00788
-0.018926,-1.999992,-0.000004,0.00024,0.00788
-0.018965,-1.999992,-0.000004,0.00024,0.00788
-0.019003,-1.999992,-0.000004,0.00024,0.00788
-0.019042,-1.999992,-0.000005,0.00024,0.00788
